,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
83512,5000361,R C Pittman Mine,M,Surface,Abandoned,09/09/1985,M37473,R C Pittman,L37473,R C Pittman,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83513,5000362,Mikado Mine,M,Surface,Abandoned,09/10/1985,M04758,Footh Douglas,L05910,Cdc Partners,AK,50,14,Yukon River,,Other,02/08/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83514,5000364,Fox Creek,M,Surface,Abandoned,09/27/1990,M31628,Neubauer Jack A,L31628,Cassiterite Placers Inc,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83515,5000365,Ryan Lode,M,Surface,Abandoned,01/20/1979,M00210,Fluor Corp,L00260,St Joe American Corp,AK,50,14,Yukon River,,Corporation,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83516,5000386,Rosander Mine,M,Surface,Abandoned,09/09/1985,M37991,Rosander Mining Company,L37991,Rosander Mining Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83517,5000396,Flat Creek Placers Mine,M,Surface,Abandoned,01/15/1981,M33255,Flat Creek Placers Company,L33255,Flat Creek Placers Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83518,5000397,Spruce Creek Mine,M,Surface,Abandoned,09/27/1990,M38679,Spruce Creek Mining Company,L38679,Spruce Creek Mining Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83535,5000482,Kougarok Dredge Pit,M,Surface,Intermittent,01/11/2011,0099295,Bruce H  Tweet; Douglas B  Tweet,0117266,N B Tweet & Sons LLC,AK,50,180,Nome,,Partnership,02/08/2011,M7,M7861,Anchorage AK Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,8.0,1.0,0.0,5.0,N,166.433774,65.92423199999999,,,,,,0.0,N,N,N,N,N,0,"80 air miles N of Nome.  There is an old road, but it is impassable except by 4-wheeler.",Nome
83538,5000488,Golden Circle Mine,M,Underground,Abandoned,01/15/1981,M02042,Placid Oil Company,L01222,Placid Oil Company,AK,50,12,Seward Peninsula,,Other,04/01/1978,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83539,5000489,Hassel Mine,M,Surface,Abandoned,07/17/1982,M34119,Hassel Mining Company,L34119,Hassel Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83554,5000546,Steamboat Creek Placer Mine,M,Surface,Abandoned,05/01/1984,M04600,Mohawk Oil Company Ltd,L05695,Mohawk Oil & Gas Inc,AK,50,14,Yukon River,,Other,07/10/1983,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83564,5000699,Eva Creek Placer Mine,M,Surface,Abandoned,05/09/1985,M39997,Walter P Wigger,L39997,Walter P Wigger,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83570,5000713,A-J Mill Reclaim,M,Facility,Abandoned,09/21/1984,M04349,Hayes Howard C & Michael R,L05383,Bedrock Mining Company,AK,50,13,Aleutians East,1.0,Other,04/24/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83573,5000719,Bear Creek Mine,M,Surface,Abandoned,05/09/1985,M40245,Gates Willard E,L40245,Willard E Gates,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83576,5000731,K & E Placer Mine,M,Surface,Abandoned,09/10/1985,M35065,K & E Mining Company,L35065,K & E Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83588,5000931,Big Nugget Mine,M,Surface,Intermittent,04/22/2011,0104073,Parker R  Schnabel,0122551,"Upstream, LLC.",AK,50,100,Haines,1.0,Corporation,03/01/2012,M7,M7861,Anchorage AK Field Office,000336322,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,0.0,2.0,N,135.445,59.23583299999999,,,,,,0.0,N,N,N,N,N,0,"From Haines, go to mile 27 of the Haines Hwy and turn onto Porcupine bridge.  Take 2 right turns and go 8 miles on gravel road.",Haines
83597,5000998,Livengood Bench,M,Surface,Abandoned,09/01/2000,M06573,Karl  Hanneman,L08257,Alaska Placer Development Inc,AK,50,90,Fairbanks North Star,1.0,Other,07/09/1985,M7,M7861,Anchorage AK Field Office,500099805512,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,,,,,N,,,,,,,,0.0,N,N,N,N,N,0,,
83606,5001031,Maine Monroeville,M,Surface,Intermittent,09/19/2012,0106261,Nome Gold Company,0125073,Nome Gold Alaska Corporation,AK,50,180,Nome,1.0,Corporation,03/11/2011,M7,M7861,Anchorage AK Field Office,000347026,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,12.0,2.0,0.0,16.0,N,165.408639,64.541517,,,,,,0.0,N,N,N,N,N,0,3 mile marker on the Nome Teller Highway North of town.,Nome
83607,5001032,Clara Bea Incorporated,M,Surface,Abandoned,09/10/1993,M05859,Vial David B,L07358,Clara Bea Inc,AK,50,180,Nome,1.0,Other,06/21/1984,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83609,5001035,NYAC Mining Co,M,Surface,Intermittent,07/17/1986,0057589,John M  James,0068643,NYAC Mining Co,AK,50,50,Bethel,1.0,Partnership,05/12/2005,M7,M7861,Anchorage AK Field Office,000330977,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,5,10.0,1.0,0.0,14.0,N,149.915,61.209722,,,,,,0.0,N,N,N,N,N,0,"Anchorage to Bethel, AK. to Yute Air ( 907-543-3003 ) charter to Nyac  60 degrees 58.74N  160 degrees 00.17W  65 miles NE Bethel VOR",Bethel
83611,5001039,Kokomo Creek,M,Surface,Temporarily Idled,10/01/2013,M34928,John L.  McClain,L34928,Kokomo Mining,AK,50,90,Fairbanks North Star,,Sole Proprietor,01/01/1950,M7,M7861,Anchorage AK Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,5,0.0,0.0,0.0,2.0,N,147.604722,64.901111,,,,,,0.0,N,N,N,N,N,0,Steese Highway to Fairbanks Creek Road to 7 mile.  Take Left at Kokomo Creek Trail.  Approximately 6 miles straight to mine on Kokomo Creek.,Fairbanks
83666,5001212,Utica Placer Mine,M,Surface,Abandoned,04/26/1985,M04589,Martineau Roger,L05679,Gem Exploration,AK,50,12,Seward Peninsula,,Other,08/26/1981,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83684,5001233,Tamarac Creek Mine,M,Surface,Abandoned,08/10/1979,M33540,Gene Traxler,L33540,Gene Traxler,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83685,5001234,Cleary Creek Placer,M,Surface,Abandoned,12/10/1985,M33336,Fowler Robert,L33336,Fowler Mining,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83686,5001235,Speaker Mine,M,Surface,Abandoned,09/30/1985,M37240,Pickett & Wilkes,L37240,Pickett & Wilkes,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83687,5001236,Wyman Mine,M,Surface,Abandoned,09/30/1985,M37877,Robert J Lopetrone,L37877,Robert J Lopetrone,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83688,5001237,Singin Sams Rainbow Mine,M,Surface,Abandoned,12/10/1985,M38162,Sam Achman,L38162,Sam Achman,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83689,5001238,Wilbur Mine,M,Surface,Abandoned,04/27/1981,M31114,Bob Wilbur,L31114,Bob Wilbur,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83690,5001239,Miller Creek Mine,M,Surface,Abandoned,09/30/1985,M33398,Fred Wilkinson,L33398,Fred Wilkinson,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83694,5001243,Friday Creek Mine,M,Surface,Abandoned,04/27/1981,M34844,Jim Fuksa,L34844,Jim Fuksa,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83697,5001246,Howard Miscovich Mine,M,Surface,Abandoned,01/15/1981,M36371,Miscovich Mining Company,L36371,Miscovich Mining Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83703,5001253,Petersville Placer Mine,M,Surface,Abandoned,07/18/1979,M31393,C E Bergland,L31393,C E Bergland,AK,50,5,Cook Inlet Susitna,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83704,5001254,Bayless Mining,M,Surface,Abandoned,09/27/1990,M07777,Bayless Alice E,L09922,Bayless Mining Company,AK,50,14,Yukon River,,Other,08/27/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83705,5001255,Lower Jack Wade Mine,M,Surface,Abandoned,08/12/1988,M08149,Alyeska Oil & Exploration,L10456,Alyeska Oil & Exploration,AK,50,14,Yukon River,,Other,07/01/1988,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83706,5001256,American Creek Mine,M,Surface,Abandoned,02/07/1984,M04339,Green Jack & Harold Nevers,L05373,Blue Water Mining,AK,50,14,Yukon River,,Other,06/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83715,5001266,Many Moose Placer,M,Surface,Abandoned,08/14/1980,M40384,Wrangell Mining Company,L40384,Wrangell Mining Company,AK,50,13,Aleutians East,1.0,Other,03/09/1978,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83723,5001275,Golden Eagle Mine,M,Surface,Abandoned,08/23/1985,M00089,Hecla Mining Company,L07653,Territorial Corp,AK,50,6,Copper River,,Corporation,08/29/1984,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83739,5001294,Gold Leaf,M,Surface,Abandoned,01/15/1981,M33694,Gold Seekers,L33694,Gold Seekers,AK,50,7,Kenai Peninsula,,Other,01/01/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83742,5001297,Hawk Mine,M,Surface,Abandoned,04/30/1985,M34141,Hawk Mining Company,L34141,Hawk Mining Company,AK,50,12,Seward Peninsula,,Other,01/01/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83743,5001298,Tiger Talisman Mine,M,Surface,Abandoned,01/29/1985,M34605,J H Alexander,L34605,J H Alexander,AK,50,12,Seward Peninsula,,Other,01/01/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83745,5001300,Davis Mine,M,Surface,Abandoned,10/31/1983,M34900,John Davis,L34900,John Davis,AK,50,14,Yukon River,,Other,01/01/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83746,5001301,Walker Fork Mine,M,Surface,Abandoned,08/15/1988,M33381,Fred & Dave Heflinger,L33381,Fred & Dave Heflinger,AK,50,14,Yukon River,,Other,01/01/1979,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83750,5001306,Fern Mine,M,Underground,Abandoned,08/11/1983,M33218,Fern Development Co Inc & Alaska Willow Creek,L33218,Fern Operating Company,AK,50,5,Cook Inlet Susitna,,Other,10/01/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83752,5001309,Independence Mine,M,Underground,Abandoned,03/01/1985,M05004,Enserch Corp,L06275,Enserch Exploration Inc,AK,50,5,Cook Inlet Susitna,,Other,02/28/1983,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83754,5001311,Gold Standard Mine,M,Underground,Abandoned,07/08/1982,M38748,Stensland Mining,L38748,Stensland Mining,AK,50,13,Aleutians East,1.0,Other,03/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83757,5001314,Grant Mine Or Grant Mine Project,M,Surface,Abandoned,09/06/1989,M03122,Silverado Gold Mines Ltd,L03898,Tri-Con Mining Inc,AK,50,14,Yukon River,,Corporation,03/01/1980,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83758,5001315,Valdez Creek Mine,M,Surface,Abandoned,10/05/1995,M07485,Cambior Inc,L09541,Cambior Alaska Inc,AK,50,170,Matanuska-Susitna,1.0,Other,06/17/1987,M7,M7611,Boise ID Field Office,500131505539,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83770,5001327,Nugget Estate Mine,M,Surface,Abandoned,08/08/1988,M36818,Nugget Estate Mining Company (Nemco),L36818,Nugget Estate Mining Company (Nemco),AK,50,14,Yukon River,,Other,05/01/1980,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83771,5001328,Seattle Jr Creek Placer,M,Surface,Abandoned,09/09/1985,M32927,Salter Ed,L32927,Ed Salter,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83772,5001329,Tri-Con Mill Or New Tri-Con Mill,M,Facility,Abandoned,01/15/1986,M03122,Silverado Gold Mines Ltd,L03898,Tri-Con Mining Inc,AK,50,14,Yukon River,,Corporation,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83773,5001330,Flume Creek Mining,M,Surface,Abandoned,07/27/1990,M04959,Taylor A J,L06220,Flume Creek Mining,AK,50,14,Yukon River,,Other,07/13/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83775,5001332,Cleary Creek Placer,M,Surface,Abandoned,09/24/1985,M03439,Tweiten Oscar,L04269,Oscar Tweiten,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83776,5001333,Hughes Placer,M,Surface,Abandoned,12/07/1981,M34406,Hughes Enterprises,L34406,Hughes Enterprises,AK,50,14,Yukon River,,Other,07/01/1980,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83777,5001334,Lucky Seven Placer,M,Surface,Abandoned,09/27/1990,M35782,Roman Ronald,L35782,Lucky 7 Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83778,5001335,Wilbur Mine,M,Surface,Abandoned,09/15/1982,M32662,Don Wilbur Company,L32662,Don Wilbur Company,AK,50,14,Yukon River,,Other,07/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83779,5001336,Mosquito,M,Underground,Active,02/20/2014,0110761,Pete B  Higgins,0130213,PDNG LLC,AK,50,290,Yukon-Koyukuk,1.0,Corporation,07/22/2013,M7,M7861,Anchorage AK Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,6,9.0,1.0,0.0,5.0,N,,,,VI,,,,0.0,N,N,N,N,N,0,"Steese Hwy to ~Mile 21 to cutoff trail, turn left off highway and immediately turn right, approx. 3.5 mi to mine.",Fox
83780,5001337,B H K Mine,M,Surface,Abandoned,04/30/1985,M30639,Bannister Jack,L30639,B H K Mining Company,AK,50,14,Yukon River,,Other,06/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83781,5001338,101 Mine,M,Surface,Abandoned,09/16/1982,M03746,Keltner Ken,L04644,Technical Services,AK,50,14,Yukon River,,Other,07/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83785,5001342,Cherry Creek Mine,M,Surface,Abandoned,10/31/1983,M31019,Birdsell Enterprises,L31019,Birdsell Enterprises,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83786,5001343,Pelkey Mine,M,Surface,Abandoned,10/31/1983,M37150,Pelkey Mining Company,L37150,Pelkey Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83788,5001345,Page Mine,M,Surface,Abandoned,10/31/1983,M37030,Page Mining Company,L37030,Page Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83789,5001346,Wilson Mine,M,Surface,Abandoned,10/31/1983,M40315,Wilson Mining Company,L40315,Wilson Mining Company,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83790,5001347,Maxwell Mine,M,Surface,Abandoned,10/31/1983,M36049,Maxwell Mining & Exploration,L36049,Maxwell Mining & Exploration,AK,50,14,Yukon River,,Other,04/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83791,5001348,Poker Creek,M,Surface,Abandoned,10/31/1983,M30996,Bill & Shirley Aldridge,L30996,Bill & Shirley Aldridge,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83792,5001349,Kyle Mine,M,Surface,Abandoned,08/22/1980,M34270,Hillis Kyle,L34270,Hillis Kyle,AK,50,14,Yukon River,,Other,04/01/1980,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83793,5001350,Krolikowski Mine,M,Surface,Abandoned,08/23/1980,M35019,Joseph Krolikowski,L35019,Joseph Krolikowski,AK,50,14,Yukon River,,Other,04/01/1980,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83797,5001356,Northland Gold Dredging J V,M,Surface,Abandoned,09/09/1985,M36789,Northland Gold Dredging Ltd,L36789,Northland Gold Dredging Ltd,AK,50,9,Kuskokwim River,,Other,06/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83799,5001371,Chicago Creek Mine,M,Surface,Abandoned,11/30/1984,M07109,Vial Michael L,L09005,Au Mining Inc,AK,50,12,Seward Peninsula,,Other,07/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83800,5001372,Lamoureux Property,M,Surface,Abandoned,09/11/1984,M33833,Greatland Exploration Ltd,L33833,Greatland Exploration Ltd,AK,50,12,Seward Peninsula,,Other,09/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83802,5001374,Lynx Creek,M,Surface,Abandoned,04/28/1981,M39720,United Mining & Mineral Exploration,L39720,United Mining & Mineral Exploration,AK,50,7,Kenai Peninsula,,Other,07/01/1980,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
